body,title,url
"ClasificacionesEtapa1. Caleb Ewan 4h 0m 1 s2. SamBennet m.t.3. Wout van Aert m.t.4. Bryan Coquard m.t.5. Clement Venturini m.t.6. Mads Pedersen m.t.7. Luka Mezgec m.t.8. Hugo Hofstetter m.t.9. Oliver Naesen m.t.10. Ryan Gibbons m.t.29. Nairo Quintana m.t.31. Miguel Ángel López m.t.32. Primoz Roglic m.t.33. Egan Bernal m.t.34. Tadej Pogacar m.t.42. Rigoberto Urán m.t.43. Tom Dumoulin m.t.(Contexto:  Ewan sacó chispas en la etapa 11; Egan, Nairo, Urán y López, sin líos)General1. Primož Roglic 46 h 15 min 24 s2. Egan Bernal 21 s3. Guillaume Martin a 28 s4. Romain Bardet a 30 s5. Nairo Quintana a 32 s6. Rigoberto Uran m.t.7. Tadej Pogacar a 44 s8. Adam Yates a 1 min 02 s9. Miguel López a 1 min 42 s10. Mikel Landa a 1 min 42 s(También lea: Bradley Wiggins no ve nada fácil el Tour para Egan Bernal)DEPORTES",Clasificaciones etapa 11 y general del Tour de Francia 2020,https://www.eltiempo.com//deportes/ciclismo/tour-de-francia-2020-clasificacion-etapa-11-y-general-de-la-carrera-536860
